completed_at,exercise_title
2025-11-17T00:00:00.000Z,Migrate data with INSERT INTO SELECT DISTINCT (1)
2025-08-21T00:00:00.000Z,Population & sampling distribution means (2)
2025-08-18T00:00:00.000Z,Label encoding
2025-09-26T00:00:00.000Z,Databases
2025-09-03T00:00:00.000Z,Choosing the right test: finance
2025-07-14T00:00:00.000Z,Calculations with .groupby()
2025-11-21T00:00:00.000Z,Classifying data models
2025-11-22T00:00:00.000Z,Adding foreign keys
2025-09-28T00:00:00.000Z,Adding a collaborator
2025-09-26T00:00:00.000Z,Finding data types
2025-08-03T00:00:00.000Z,Removing outliers (1)
2025-08-12T00:00:00.000Z,Visualizing sampling distributions
2025-08-12T00:00:00.000Z,Modeling time between leads (2)
2025-07-13T00:00:00.000Z,Similar restaurants
2025-08-11T00:00:00.000Z,Sampling deals (1)
2025-10-06T00:00:00.000Z,GROUP BY multiple fields
2025-09-28T00:00:00.000Z,Aliasing
2025-07-15T00:00:00.000Z,Lambda functions
2025-07-16T00:00:00.000Z,Writing an iterator to load data in chunks (2)
2025-07-29T00:00:00.000Z,Changing the scale (4)
2025-07-29T00:00:00.000Z,Point plots with subgroups (3)
2025-10-11T00:00:00.000Z,Comparing two set operations
2025-09-02T00:00:00.000Z,Stratifying an experiment (3)
2025-08-19T00:00:00.000Z,Extracting model elements
2025-07-17T00:00:00.000Z,Popular genres with right join
2025-09-28T00:00:00.000Z,Congratulations!
2025-08-11T00:00:00.000Z,"Quartiles, quantiles, and quintiles (3)"
2025-07-11T00:00:00.000Z,Importing SAS/Stata files using pandas
2025-10-05T00:00:00.000Z,Removing Sensitive Data from Commits
2025-09-03T00:00:00.000Z,Visualizing and testing preservation methods (2)
2025-08-12T00:00:00.000Z,Data back-ups
2025-07-13T00:00:00.000Z,Linking them together!
2025-08-13T00:00:00.000Z,Study types
2025-09-26T00:00:00.000Z,Comparing staged files
2025-11-18T00:00:00.000Z,CONCATenate columns to a surrogate key (1)
2025-10-11T00:00:00.000Z,Subquerying with semi joins and anti joins
2025-07-29T00:00:00.000Z,Quantitative comparisons: scatter plots
2025-10-05T00:00:00.000Z,We can work it out
2025-07-18T00:00:00.000Z,Using merge_asof() to study stocks
2025-08-06T00:00:00.000Z,Correlation
2025-10-05T00:00:00.000Z,Query execution
2025-07-08T00:00:00.000Z,Packages
2025-08-19T00:00:00.000Z,Coefficient of determination (2)
2025-10-11T00:00:00.000Z,Your first join (3)
2025-08-20T00:00:00.000Z,3 kinds of sampling
2025-08-21T00:00:00.000Z,Population & sampling distribution variation (1)
2025-09-18T00:00:00.000Z,Evaluate individual classifiers
2025-07-29T00:00:00.000Z,Saving your visualizations
2025-08-13T00:00:00.000Z,Confounders
2025-09-21T00:00:00.000Z,Train the SGB regressor
2025-08-11T00:00:00.000Z,Categorizing salaries (1)
2025-07-28T00:00:00.000Z,Quantitative comparisons: bar-charts
2025-08-20T00:00:00.000Z,Comparing sampling methods
2025-09-04T00:00:00.000Z,Creating dummy variables
2025-08-20T00:00:00.000Z,Are findings from the sample generalizable? (3)
2025-09-28T00:00:00.000Z,Comparing PRs
2025-07-15T00:00:00.000Z,User-defined functions
2025-08-20T00:00:00.000Z,Comparing point estimates (2)
2025-08-12T00:00:00.000Z,Calculating binomial probabilities
2025-09-24T00:00:00.000Z,Defining a decorator
2025-08-17T00:00:00.000Z,Create lots of groups
2025-09-24T00:00:00.000Z,Closures
2025-10-05T00:00:00.000Z,Practice with NULLs
2025-07-16T00:00:00.000Z,Using a list comprehension
2025-09-03T00:00:00.000Z,Exploring and transforming shelf life data (1)
2025-10-11T00:00:00.000Z,Inspecting a relationship
2025-08-12T00:00:00.000Z,Simulating sales deals (4)
2025-08-18T00:00:00.000Z,A tale of two variables
2025-08-18T00:00:00.000Z,Create a label encoding and map (1)
2025-11-18T00:00:00.000Z,Count affiliations per university
2025-07-13T00:00:00.000Z,Remapping categories II (2)
2025-09-03T00:00:00.000Z,Further analyzing food preservation techniques (1)
2025-08-16T00:00:00.000Z,Creating timezone aware datetimes (2)
2025-07-11T00:00:00.000Z,Listing sheets in Excel files
2025-08-18T00:00:00.000Z,Creating a Boolean encoding (2)
2025-09-09T00:00:00.000Z,Clustering Wikipedia part II
2025-07-17T00:00:00.000Z,Total riders in a month (1)
2025-07-28T00:00:00.000Z,Plotting time-series: putting it all together
2025-11-18T00:00:00.000Z,CONCATenate columns to a surrogate key
2025-07-29T00:00:00.000Z,Customizing bar plots (2)
2025-09-26T00:00:00.000Z,Introduction to version control
2025-08-19T00:00:00.000Z,Regression to the mean
2025-06-30T00:00:00.000Z,Sizes
2025-09-09T00:00:00.000Z,Clustering the fish data
2025-10-05T00:00:00.000Z,NULL values
2025-09-02T00:00:00.000Z,Normal data
2025-07-30T00:00:00.000Z,FacetGrids vs. AxesSubplots (1)
2025-08-16T00:00:00.000Z,Starting daylight saving time
2025-07-15T00:00:00.000Z,Functions with variable-length arguments (*args)
2025-08-21T00:00:00.000Z,Compare sampling and bootstrap means
2025-07-14T00:00:00.000Z,Parts of a DataFrame
2025-10-06T00:00:00.000Z,Sorting text
2025-07-15T00:00:00.000Z,Bringing it all together (2)
2025-07-02T00:00:00.000Z,Driving right (1)
2025-09-28T00:00:00.000Z,Writing queries
2025-07-25T00:00:00.000Z,Adding data to an Axes object
2025-08-19T00:00:00.000Z,Linear regression with ols()
2025-09-21T00:00:00.000Z,Split up a function (2)
2025-09-28T00:00:00.000Z,Developing SQL style
2025-07-28T00:00:00.000Z,Creating boxplots
2025-07-15T00:00:00.000Z,Single-parameter functions
2025-09-28T00:00:00.000Z,Defining GitHub
2025-10-11T00:00:00.000Z,Subquery inside WHERE (2)
2025-08-03T00:00:00.000Z,Working with numeric data
2025-09-03T00:00:00.000Z,Power analysis: sample and effect size
2025-07-14T00:00:00.000Z,Inspecting a DataFrame (2)
2025-08-17T00:00:00.000Z,Exploring a target variable (3)
2025-09-21T00:00:00.000Z,Search for the optimal tree
2025-08-21T00:00:00.000Z,From t to p (3)
2025-08-26T00:00:00.000Z,Test for single proportions (1)
2025-09-28T00:00:00.000Z,Modifying a repo structure
2025-09-28T00:00:00.000Z,Querying the books table (2)
2025-09-28T00:00:00.000Z,Checking the number of branches
2025-08-11T00:00:00.000Z,Categorizing salaries (4)
2025-07-13T00:00:00.000Z,Missing investors (2)
2025-09-26T00:00:00.000Z,Version history tips and tricks
2025-08-13T00:00:00.000Z,What can't correlation measure?
2025-07-06T00:00:00.000Z,Inconsistent categories (2)
2025-08-18T00:00:00.000Z,Overcoming pitfalls: string issues (1)
2025-09-25T00:00:00.000Z,Check the return type (2)
2025-08-17T00:00:00.000Z,Making timedelta columns
2025-09-04T00:00:00.000Z,Introduction to regression
2025-07-31T00:00:00.000Z,Functions for initial exploration (2)
2025-11-17T00:00:00.000Z,Change types with ALTER COLUMN (2)
2025-11-22T00:00:00.000Z,Star and snowflake schema
2025-10-11T00:00:00.000Z,Semi join
2025-09-26T00:00:00.000Z,Viewing a file's history
2025-09-09T00:00:00.000Z,Clustering stocks using KMeans
2025-07-29T00:00:00.000Z,Interpreting line plots
2025-07-25T00:00:00.000Z,Is this the plan?
2025-09-28T00:00:00.000Z,Pushing to a remote
2025-09-24T00:00:00.000Z,Closures keep your values safe
2025-07-29T00:00:00.000Z,Customizing scatter plots
2025-08-17T00:00:00.000Z,Collapsing categories knowledge check
2025-08-17T00:00:00.000Z,Cleaning variables
2025-07-13T00:00:00.000Z,Cross field or no cross field?
2025-10-11T00:00:00.000Z,Relationships in our database (1)
2025-10-05T00:00:00.000Z,Combining filtering and selecting
2025-11-17T00:00:00.000Z,RENAME and DROP COLUMNs in affiliations (1)
2025-08-20T00:00:00.000Z,Is systematic sampling OK? (2)
2025-08-17T00:00:00.000Z,Adding categories (3)
2025-07-16T00:00:00.000Z,Extracting information for large amounts of Twitter data
2025-09-09T00:00:00.000Z,Non-negative matrix factorization (NMF)
2025-08-17T00:00:00.000Z,Removing categories
2025-07-03T00:00:00.000Z,Loop over list of lists
2025-09-04T00:00:00.000Z,Lasso regression for feature importance
2025-09-04T00:00:00.000Z,Assessing a diabetes prediction classifier
2025-07-13T00:00:00.000Z,Pairs of restaurants (2)
2025-07-28T00:00:00.000Z,Annotating time-series data
2025-08-17T00:00:00.000Z,Timezones in Pandas (1)
2025-07-29T00:00:00.000Z,Save a figure with different sizes (2)
2025-09-26T00:00:00.000Z,Comparing versions
2025-08-21T00:00:00.000Z,Population & sampling distribution variation
2025-09-18T00:00:00.000Z,Train your first regression tree
2025-08-18T00:00:00.000Z,Overcoming pitfalls: using NumPy arrays (1)
2025-10-05T00:00:00.000Z,What does NULL mean?
2025-08-19T00:00:00.000Z,Quantifying model fit
2025-06-30T00:00:00.000Z,Choose the right plot (2)
2025-07-02T00:00:00.000Z,Loop over a list
2025-07-11T00:00:00.000Z,Filtering your INNER JOIN
2025-07-31T00:00:00.000Z,Imputing missing plane prices (2)
2025-07-16T00:00:00.000Z,List comprehension over iterables
2025-10-11T00:00:00.000Z,Diagnosing problems using anti join
2025-09-26T00:00:00.000Z,Restoring and reverting files
2025-07-18T00:00:00.000Z,Subsetting rows with .query()
2025-08-06T00:00:00.000Z,Importing DateTime data
2025-11-18T00:00:00.000Z,Join all the tables together
2025-07-11T00:00:00.000Z,Using NumPy to import flat files
2025-10-04T00:00:00.000Z,Assigning Roles
2025-12-01T00:00:00.000Z,Viewing views (1)
2025-08-21T00:00:00.000Z,Statistical significance
2025-10-05T00:00:00.000Z,Go with the flow
2025-07-16T00:00:00.000Z,Dict comprehensions
2025-07-06T00:00:00.000Z,Membership constraints
2025-10-05T00:00:00.000Z,Filtering text
2025-08-20T00:00:00.000Z,Reasons for sampling
2025-07-11T00:00:00.000Z,Importing Stata files
2025-07-11T00:00:00.000Z,Not so flat any more
2025-07-11T00:00:00.000Z,Final thoughts on data import
2025-07-31T00:00:00.000Z,Addressing missing data
2025-07-14T00:00:00.000Z,Inspecting a DataFrame (1)
2025-08-13T00:00:00.000Z,How many hurricanes come early?
2025-08-12T00:00:00.000Z,The t-distribution
2025-08-19T00:00:00.000Z,Drawing diagnostic plots
2025-09-28T00:00:00.000Z,VIEWing your query (2)
2025-07-17T00:00:00.000Z,Your first inner join (3)
2025-08-19T00:00:00.000Z,Exploring the explanatory variables (2)
2025-08-31T00:00:00.000Z,Kruskal-Wallis
2025-08-18T00:00:00.000Z,Overcoming pitfalls: using NumPy arrays
2025-08-20T00:00:00.000Z,Stratified and weighted random sampling
2025-08-18T00:00:00.000Z,Create a label encoding and map (3)
2025-11-22T00:00:00.000Z,Updating countries (2)
2025-07-14T00:00:00.000Z,Fill in missing values and sum values with pivot tables (1)
2025-08-19T00:00:00.000Z,Exploring the explanatory variables (1)
2025-07-03T00:00:00.000Z,Add column (2)
2025-10-11T00:00:00.000Z,Histories and languages (2)
2025-08-19T00:00:00.000Z,Extracting model elements (4)
2025-08-21T00:00:00.000Z,ANOVA tests
2025-08-17T00:00:00.000Z,Grouping data by category in pandas
2025-09-28T00:00:00.000Z,Resolving a merge conflict
2025-07-11T00:00:00.000Z,Loading .mat files
2025-07-05T00:00:00.000Z,Calculate the odds
2025-09-21T00:00:00.000Z,Define the AdaBoost classifier
2025-07-28T00:00:00.000Z,Plot time-series data
2025-08-13T00:00:00.000Z,Relationships between variables (4)
2025-07-15T00:00:00.000Z,The keyword nonlocal and nested functions
2025-07-31T00:00:00.000Z,Visualizing categorical summaries
2025-07-17T00:00:00.000Z,One-to-many relationships
2025-07-25T00:00:00.000Z,Congratulations!
2025-09-24T00:00:00.000Z,Modifying variables outside local scope
2025-10-11T00:00:00.000Z,Subqueries inside WHERE and SELECT
2025-11-21T00:00:00.000Z,Recommend a storage solution
2025-09-24T00:00:00.000Z,Preserving docstrings when decorating functions (2)
2025-07-01T00:00:00.000Z,Dictionariception
2025-07-15T00:00:00.000Z,Reading and writing CSVs
2025-10-11T00:00:00.000Z,UNION vs. UNION ALL (1)
2025-07-17T00:00:00.000Z,Counting missing rows with left join
2025-09-21T00:00:00.000Z,Evaluate the AdaBoost classifier
2025-10-05T00:00:00.000Z,Using BETWEEN (4)
2025-09-21T00:00:00.000Z,Random forests hyperparameters
2025-07-28T00:00:00.000Z,Adding error-bars to a bar chart
2025-08-18T00:00:00.000Z,Ordering categories (4)
2025-07-06T00:00:00.000Z,Finding consistency (1)
2025-08-18T00:00:00.000Z,Wrap-up video
2025-07-29T00:00:00.000Z,Count plots (2)
2025-07-16T00:00:00.000Z,Writing an iterator to load data in chunks (5)
2025-07-29T00:00:00.000Z,Hue and count plots
2025-09-21T00:00:00.000Z,Random Forests (RF)
2025-08-18T00:00:00.000Z,Creating a Boolean encoding (1)
2025-09-03T00:00:00.000Z,Further analyzing food preservation techniques
2025-09-02T00:00:00.000Z,Analytical normality in an agricultural experiment (1)
2025-07-14T00:00:00.000Z,Slicing and subsetting with .loc and .iloc
2025-10-05T00:00:00.000Z,Structures
2025-07-16T00:00:00.000Z,Writing list comprehensions
2025-09-28T00:00:00.000Z,Switching branches
2025-09-28T00:00:00.000Z,Pulling from a remote (1)
2025-08-21T00:00:00.000Z,Using ttest() (3)
2025-07-08T00:00:00.000Z,Subsetting lists of lists
2025-07-28T00:00:00.000Z,Plotting two variables
2025-08-11T00:00:00.000Z,What are the chances?
2025-10-05T00:00:00.000Z,Security Policies and Sensitive Data Management
2025-07-06T00:00:00.000Z,Finding consistency
2025-08-20T00:00:00.000Z,Generating random numbers (3)
2025-08-26T00:00:00.000Z,Visualizing goodness of fit
2025-06-30T00:00:00.000Z,Build a histogram (1)
2025-07-13T00:00:00.000Z,Missing investors
2025-09-28T00:00:00.000Z,Create headings in the README
2025-07-25T00:00:00.000Z,Report my credit
2025-08-16T00:00:00.000Z,Working with durations
2025-07-25T00:00:00.000Z,Customizing axis labels and adding titles
2025-06-30T00:00:00.000Z,Scatter plot (2)
2025-08-11T00:00:00.000Z,Categorizing salaries (3)
2025-07-29T00:00:00.000Z,Making a scatter plot with lists (4)
2025-08-21T00:00:00.000Z,Using ttest() (2)
2025-11-18T00:00:00.000Z,Disallow NULL values with SET NOT NULL (2)
2025-10-11T00:00:00.000Z,At the INTERSECT
2025-08-18T00:00:00.000Z,Updating categorical plots
2025-07-08T00:00:00.000Z,Create a list
2025-11-17T00:00:00.000Z,Migrate data with INSERT INTO SELECT DISTINCT (2)
2025-08-12T00:00:00.000Z,Simulating wait times (2)
2025-08-21T00:00:00.000Z,Congratulations!
2025-09-26T00:00:00.000Z,Picking a unique ID
2025-10-05T00:00:00.000Z,Parallel universe
2025-07-11T00:00:00.000Z,Using pandas to import flat files as DataFrames (1)
2025-07-29T00:00:00.000Z,Count plots and bar plots
2025-07-29T00:00:00.000Z,Adjusting the whiskers (1)
2025-07-13T00:00:00.000Z,Minimum edit distance
2025-07-11T00:00:00.000Z,Pandas for more complex querying
2025-09-02T00:00:00.000Z,Covariate adjustment with chick growth (2)
2025-09-03T00:00:00.000Z,Anxiety treatments ANOVA (1)
2025-10-05T00:00:00.000Z,Obscured by clouds
2025-07-31T00:00:00.000Z,Dealing with missing data
2025-07-29T00:00:00.000Z,Changing style and palette (1)
2025-10-06T00:00:00.000Z,Sorting single fields
2025-08-31T00:00:00.000Z,Testing sample size (2)
2025-10-11T00:00:00.000Z,Subqueries inside FROM
2025-09-04T00:00:00.000Z,The basics of linear regression
2025-08-11T00:00:00.000Z,Choosing a hypothesis (2)
2025-07-16T00:00:00.000Z,Map() and lambda functions
2025-07-25T00:00:00.000Z,A color building
2025-09-02T00:00:00.000Z,Covariate adjustment with chick growth (1)
2025-07-14T00:00:00.000Z,Visualizing your data
2025-07-01T00:00:00.000Z,CSV to DataFrame (1)
2025-12-01T00:00:00.000Z,Converting to 1NF (2)
2025-08-19T00:00:00.000Z,Most likely outcome (1)
2025-09-28T00:00:00.000Z,Fetching from a remote (1)
2025-09-04T00:00:00.000Z,Hyperparameter tuning
2025-11-22T00:00:00.000Z,Querying the snowflake schema
2025-07-29T00:00:00.000Z,Count plots
2025-07-29T00:00:00.000Z,Creating two-factor subplots (3)
2025-08-18T00:00:00.000Z,Overcoming pitfalls: string issues (2)
2025-07-14T00:00:00.000Z,Summarizing dates
2025-10-11T00:00:00.000Z,Checking multi-table joins
2025-08-19T00:00:00.000Z,Coefficient of determination (1)
2025-08-20T00:00:00.000Z,Benefits of clustering
2025-09-21T00:00:00.000Z,Mutable or immutable?
2025-10-04T00:00:00.000Z,Keeping Your Dependencies Secure
2025-09-18T00:00:00.000Z,"Complexity, bias and variance"
2025-07-17T00:00:00.000Z,Concatenate DataFrames together vertically
2025-09-28T00:00:00.000Z,Merging branches
2025-11-17T00:00:00.000Z,Change types with ALTER COLUMN (3)
2025-08-20T00:00:00.000Z,Simple random sampling
2025-09-28T00:00:00.000Z,How to clone a repo
2025-07-29T00:00:00.000Z,Point plots with subgroups (2)
2025-08-20T00:00:00.000Z,Replicating samples (1)
2025-07-16T00:00:00.000Z,Using enumerate
2025-10-05T00:00:00.000Z,Combining aggregate functions with WHERE
2025-10-11T00:00:00.000Z,UNION vs. UNION ALL (3)
2025-09-21T00:00:00.000Z,Crafting a docstring
2025-07-02T00:00:00.000Z,Indexes and values (1)
2025-08-20T00:00:00.000Z,Systematic sampling
2025-10-06T00:00:00.000Z,Sorting multiple fields (1)
2025-07-22T00:00:00.000Z,Salary development
2025-11-21T00:00:00.000Z,Name that data type!
2025-10-11T00:00:00.000Z,Your first join (1)
2025-10-11T00:00:00.000Z,Subquery inside SELECT
2025-10-11T00:00:00.000Z,USING in action
2025-07-25T00:00:00.000Z,The true mistake
2025-08-12T00:00:00.000Z,Tracking lead responses (3)
2025-07-14T00:00:00.000Z,Subsetting rows
2025-07-15T00:00:00.000Z,Bringing it all together (1)
2025-09-03T00:00:00.000Z,Role of significance levels
2025-10-05T00:00:00.000Z,"Whenever, whenever"
2025-12-01T00:00:00.000Z,Converting to 2NF (1)
2025-08-18T00:00:00.000Z,Creating a point plot
2025-08-17T00:00:00.000Z,Cleaning and accessing data
2025-07-29T00:00:00.000Z,Saving a file several times (2)
2025-08-12T00:00:00.000Z,Distribution of Amir's sales (1)
2025-07-16T00:00:00.000Z,Writing a lambda function you already know
2025-07-17T00:00:00.000Z,Filtering joins
2025-07-31T00:00:00.000Z,Flight duration categories (1)
2025-09-02T00:00:00.000Z,Covariate adjustment in experimental design
2025-07-13T00:00:00.000Z,To link or not to link?
2025-10-11T00:00:00.000Z,Comparing joins (2)
2025-07-16T00:00:00.000Z,Iterators vs. Iterables
2025-07-05T00:00:00.000Z,Numeric data or ... ? (3)
2025-11-18T00:00:00.000Z,ADD key CONSTRAINTs to the tables (1)
2025-07-14T00:00:00.000Z,Counting categorical variables
2025-07-08T00:00:00.000Z,Calculations with variables
2025-07-05T00:00:00.000Z,Roll the dice
2025-07-29T00:00:00.000Z,Preparing your figures to share with others
2025-10-11T00:00:00.000Z,Joining with aliased tables
2025-08-26T00:00:00.000Z,Performing a goodness of fit test (1)
2025-08-21T00:00:00.000Z,Visualizing many categories (1)
2025-08-16T00:00:00.000Z,Creating timezone aware datetimes (3)
2025-07-31T00:00:00.000Z,Imputing missing plane prices (3)
2025-09-24T00:00:00.000Z,Reviewing your co-worker's code
2025-08-18T00:00:00.000Z,Bar plot using hue (3)
2025-09-03T00:00:00.000Z,Choosing the right test: petrochemicals (3)
2025-07-16T00:00:00.000Z,Playing with iterators
2025-08-20T00:00:00.000Z,Are findings from the sample generalizable? (2)
2025-10-04T00:00:00.000Z,Emily?s GitHub Path: What?s Right?
2025-10-06T00:00:00.000Z,Filtering grouped data
2025-07-18T00:00:00.000Z,"merge_ordered() caution, multiple columns (2)"
2025-08-11T00:00:00.000Z,Identifying distributions
2025-07-29T00:00:00.000Z,Box plots
2025-09-28T00:00:00.000Z,Pull requests
2025-08-03T00:00:00.000Z,Flight duration (3)
2025-09-02T00:00:00.000Z,Analytical normality in an agricultural experiment (3)
2025-08-11T00:00:00.000Z,Sampling deals
2025-07-28T00:00:00.000Z,Defining a function that plots time-series data
2025-09-04T00:00:00.000Z,Dropping missing data
2025-10-11T00:00:00.000Z,Subquery inside SELECT (1)
2025-07-14T00:00:00.000Z,Subsetting rows (3)
2025-09-03T00:00:00.000Z,Choosing the right test: human resources (2)
2025-09-02T00:00:00.000Z,Heatmap of campaign interactions
2025-08-26T00:00:00.000Z,Chi-square test of independence
2025-08-19T00:00:00.000Z,Home run!
2025-07-13T00:00:00.000Z,Cross field validation
2025-07-15T00:00:00.000Z,Wrap-up
2025-09-24T00:00:00.000Z,Modifying variables outside local scope (1)
2025-09-28T00:00:00.000Z,Introduction to remotes
2025-07-06T00:00:00.000Z,Treating duplicates
2025-09-28T00:00:00.000Z,Creating new branches (1)
2025-08-21T00:00:00.000Z,Sampling distribution vs. bootstrap distribution
2025-08-19T00:00:00.000Z,Extracting leverage and influence (2)
2025-08-19T00:00:00.000Z,Scale-location
2025-10-11T00:00:00.000Z,Building on your LEFT JOIN (3)
2025-08-21T00:00:00.000Z,Visualizing the difference (2)
2025-08-12T00:00:00.000Z,Distribution of Amir's sales
2025-08-19T00:00:00.000Z,Categorical explanatory variables
2025-07-14T00:00:00.000Z,Adding new columns
2025-07-05T00:00:00.000Z,Random float
2025-07-17T00:00:00.000Z,Counting missing rows with left join (1)
2025-08-06T00:00:00.000Z,Exploring with KDE plots (1)
2025-09-26T00:00:00.000Z,Creating a new repo
2025-09-28T00:00:00.000Z,Create a PR
2025-07-16T00:00:00.000Z,Using conditionals in comprehensions (1)
2025-08-21T00:00:00.000Z,Calculating a confidence interval
2025-08-19T00:00:00.000Z,Congratulations
2025-07-01T00:00:00.000Z,Motivation for dictionaries
2025-09-03T00:00:00.000Z,Exploring and transforming shelf life data (3)
2025-08-12T00:00:00.000Z,Probabilities from the normal distribution (3)
2025-07-17T00:00:00.000Z,Inner joins and number of rows returned (3)
2025-08-19T00:00:00.000Z,Log odds ratio (2)
2025-08-11T00:00:00.000Z,Creating a probability distribution
2025-08-11T00:00:00.000Z,Calculating probabilities (1)
2025-09-24T00:00:00.000Z,Run_n_times() (1)
2025-07-29T00:00:00.000Z,"""Tidy"" vs. ""untidy"" data (2)"
2025-08-03T00:00:00.000Z,What to do with outliers
2025-07-29T00:00:00.000Z,Creating two-factor subplots (2)
2025-07-29T00:00:00.000Z,Create and interpret a box plot
2025-07-31T00:00:00.000Z,Named aggregations
2025-07-17T00:00:00.000Z,Total riders in a month
2025-10-05T00:00:00.000Z,Debugging errors
2025-10-11T00:00:00.000Z,FULL JOINs
2025-12-01T00:00:00.000Z,Viewing views (2)
2025-07-29T00:00:00.000Z,"""Tidy"" vs. ""untidy"" data (1)"
2025-07-15T00:00:00.000Z,CSV to DataFrame (3)
2025-07-13T00:00:00.000Z,How's our data integrity?
2025-07-15T00:00:00.000Z,Bringing it all together (1)
2025-10-05T00:00:00.000Z,Using WHERE with numbers (2)
2025-07-13T00:00:00.000Z,Is this missing at random?
2025-08-03T00:00:00.000Z,Flight duration
2025-08-19T00:00:00.000Z,Predictions and odds ratios
2025-08-18T00:00:00.000Z,Seaborn bar plots
2025-07-08T00:00:00.000Z,Python as a calculator
2025-07-15T00:00:00.000Z,DataFrame to CSV
2025-09-21T00:00:00.000Z,Set the tree's hyperparameter grid
2025-07-13T00:00:00.000Z,Remapping categories II (4)
2025-12-01T00:00:00.000Z,Converting to 3NF (2)
2025-08-13T00:00:00.000Z,Which day of the week?
2025-07-31T00:00:00.000Z,Adding duration categories
2025-08-17T00:00:00.000Z,Members vs casual riders over time
2025-07-29T00:00:00.000Z,Adjusting the whiskers (2)
2025-08-11T00:00:00.000Z,Measures of spread
2025-09-09T00:00:00.000Z,Recommend musical artists part I
2025-07-01T00:00:00.000Z,loc and iloc (1)
2025-08-12T00:00:00.000Z,Continuous distributions
2025-07-01T00:00:00.000Z,Square Brackets (1)
2025-10-11T00:00:00.000Z,Comparing a country to itself
2025-08-12T00:00:00.000Z,The central limit theorem
2025-08-12T00:00:00.000Z,The CLT in action (4)
2025-09-26T00:00:00.000Z,Creating repos
2025-10-05T00:00:00.000Z,What's the difference
2025-08-13T00:00:00.000Z,Representing dates in different ways
2025-09-03T00:00:00.000Z,Anxiety treatments ANOVA
2025-07-06T00:00:00.000Z,Finding duplicates
2025-08-19T00:00:00.000Z,Linear regression with a categorical explanatory variable
2025-08-17T00:00:00.000Z,"It's getting cold outside, W20529"
2025-09-04T00:00:00.000Z,Visualizing a linear regression model
2025-09-26T00:00:00.000Z,Saving files (2)
2025-08-17T00:00:00.000Z,Creating a categorical pandas Series
2025-08-19T00:00:00.000Z,Estimate the intercept
2025-07-13T00:00:00.000Z,Pairs of restaurants
2025-09-09T00:00:00.000Z,Transforming features for better clusterings
2025-07-29T00:00:00.000Z,"""Tidy"" vs. ""untidy"" data"
2025-07-31T00:00:00.000Z,Strategies for remaining missing data
2025-10-05T00:00:00.000Z,Combining aggregate functions with WHERE (2)
2025-07-05T00:00:00.000Z,Numeric data or ... ? (1)
2025-11-22T00:00:00.000Z,Extending the book dimension (1)
2025-08-12T00:00:00.000Z,The CLT in action
2025-11-18T00:00:00.000Z,Change the referential integrity behavior of a key
2025-07-15T00:00:00.000Z,A brief introduction to tuples
2025-11-22T00:00:00.000Z,Updating countries
2025-09-24T00:00:00.000Z,Advanced topics
2025-09-24T00:00:00.000Z,Timeout(): a real world example
2025-08-20T00:00:00.000Z,Generating an approximate sampling distribution
2025-08-16T00:00:00.000Z,"March 29, throughout a decade"
2025-10-05T00:00:00.000Z,WHERE IN (1)
2025-07-13T00:00:00.000Z,Uniform dates
2025-08-18T00:00:00.000Z,Ordering categories (3)
2025-08-19T00:00:00.000Z,Odds ratio (1)
2025-07-13T00:00:00.000Z,Similar restaurants (1)
2025-07-17T00:00:00.000Z,Counting missing rows with left join (2)
2025-07-29T00:00:00.000Z,Create and interpret a box plot (1)
2025-07-17T00:00:00.000Z,Concatenate and merge to find common songs
2025-08-16T00:00:00.000Z,Setting timezones
2025-08-31T00:00:00.000Z,Which parametric test?
2025-10-11T00:00:00.000Z,HAVING and sorting
2025-08-13T00:00:00.000Z,Relationships between variables
2025-07-08T00:00:00.000Z,NumPy Side Effects
2025-08-03T00:00:00.000Z,Adding descriptive statistics (3)
2025-10-11T00:00:00.000Z,All together now (3)
2025-08-26T00:00:00.000Z,How many tails for chi-square tests?
2025-08-16T00:00:00.000Z,The long and the short of why time is hard
2025-08-12T00:00:00.000Z,Data back-ups (2)
2025-07-29T00:00:00.000Z,Changing the size of scatter plot points (2)
2025-10-11T00:00:00.000Z,Comparing a country to itself (1)
2025-07-18T00:00:00.000Z,Correlation between GDP and S&P500 (2)
2025-07-14T00:00:00.000Z,Sorting and subsetting
2025-07-29T00:00:00.000Z,Making a count plot with a list
2025-10-04T00:00:00.000Z,Understanding Internal Repositories
2025-09-28T00:00:00.000Z,Deleting a file
2025-10-04T00:00:00.000Z,Team Synchronization: True or False Challenge
2025-11-18T00:00:00.000Z,"Populate the ""professor_id"" column (2)"
2025-07-21T00:00:00.000Z,A story to compare
2025-08-20T00:00:00.000Z,Generating random numbers
2025-07-31T00:00:00.000Z,Imputing missing plane prices (1)
2025-08-21T00:00:00.000Z,The t-distribution
2025-08-11T00:00:00.000Z,Mean vs. median (2)
2025-07-02T00:00:00.000Z,Add else
2025-08-17T00:00:00.000Z,Reordering categories in a Series
2025-10-05T00:00:00.000Z,Using OR (3)
2025-09-04T00:00:00.000Z,Handling missing data
2025-08-03T00:00:00.000Z,Flight duration (4)
2025-09-09T00:00:00.000Z,A t-SNE map of the stock market
2025-09-21T00:00:00.000Z,Bagging
2025-08-12T00:00:00.000Z,Probabilities from the normal distribution (2)
